pubmed_id,DOI,title,keywords,journal,abstract
33667664,"['S0928-0987(21)00082-8 [pii]', '10.1016/j.ejps.2021.105780 [doi]']","Estrone-targeted liposomes for mitoxantrone delivery via estrogen receptor: In vivo targeting efficacy, antitumor activity, acute toxicity and pharmacokinetics.","Cancer targeting, PEGylation, acute toxicity, antitumor activity, pharmacokinetics, targeting efficacy",European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,"Estrogen receptor (ER) is a potential target receptor for ER-positive cancer therapy including breast cancers, gastric cancers, and human acute myeloblastic leukaemia. In order to reduce the side-effects of mitoxantrone (MTO), estrone-targeted liposomes for MTO delivery via ER were designed for selectively targeting cancer cells. In previous studies, MTO-loaded estrogen receptor targeted and sterically stabilized liposome (ES-SSL-MTO; ES: estrone, is known to bind the ER) had been synthesized and showed a very high antiproliferative effect with IC50 value of 0.7 ng/mL. Based on these, further studies including in vivo targeting efficacy and antitumor activity, acute toxicity and pharmacokinetics of MTO liposomes were carried out. The results showed SSL (sterically stabilized liposome, PEGylated liposome, PEG: Polyethylene Glycol) could reduce drug metabolism, improve the stability of liposomes, prolong in vivo circulation time of drugs, reduce the toxicity of MTO. But SSL could not be enriched in tumor tissues. However, estrone (ES)-targeted liposomes could be delivered to tumor sites. ES-SSL could effectively enter into ER-expressing tumor cells and be accumulated, prolong the circulation time in vivo, reduce side effects of drug. ES-SSL-MTO could provide higher bioavailability than MTO, enhance the anti-tumor effect and the safety of MTO, reduce the toxicity and side effects of MTO and improve the therapeutic effect of MTO. These facts proved ES-SSL is a useful tumor-targeting drug delivery system for MTO."
33667658,"['S1040-8428(21)00068-8 [pii]', '10.1016/j.critrevonc.2021.103280 [doi]']","Neoadjuvant chemotherapy in hormone receptor-positive/HER2-negative early breast cancer: when, why and what?","breast-conserving surgery, luminal tumors, neoadjuvant chemotherapy, pCR, predictive factors",Critical reviews in oncology/hematology,"Indication for neoadjuvant chemotherapy (NACT) in HR+/HER2-negative tumors is controversial. Pathological complete response (pCR) rates range from 0 to 18% while breast-conserving surgery (BCS) is achievable in up to 60% of tumors. No pathological feature definitely predicts pCR; lobular and molecular luminal A tumors are less likely to achieve pCR although experiencing better outcomes. Luminal B subtype, high proliferation, lack of progesterone receptor, high tumor-infiltrating lymphocytes are positively associated with increased pCR rates but worse outcomes and the prognostic role of pCR is inconsistent across studies. Molecular intrinsic subtyping and genomic signatures appear as more accurate predictors of benefit from NACT, but larger studies are needed. Anthracycline and taxane-based chemotherapy remains the standard NACT; however, CDK 4/6 inhibitors and immune checkpoint inhibitors are under evaluation. In conclusion, NACT may be proposed for luminal tumors requiring downsizing for BCS after multidisciplinary evaluation, provided that other contraindications to BCS are excluded."
33667646,"['S0888-7543(21)00079-3 [pii]', '10.1016/j.ygeno.2020.12.044 [doi]']",miR-646/TET1 mediated demethylation of IRX1 promoter upregulates HIST2H2BE and promotes the progression of invasive ductal carcinoma.,"Demethylation, HIST2H2BE, IRX1, Invasive ductal carcinoma, Metastasis, TET1, miR-646",Genomics,"BACKGROUND: This study aimed to explore role of miR-646 in breast IDC. METHODS: miR-646, TET1, IRX1, and HIST2H2BE expression was detected by RT-qPCR and/or Western blot analysis. The methylation status of IRX1 promoter region was evaluated by methylation specific PCR. ChIP assay was used to determine the enrichment of TET1 at IRX1 promoter region. Loss- and gain-of functions were performed to determine the roles of miR-646, TET1, IRX1, and HIST2H2BE in cell proliferation, migration, invasion, and apoptosis. The tumor growth, volume, weight, and apoptosis status were measured. RESULTS: miR-646 was upregulated while TET1 was downregulated in IDC tissues. miR-646 targeted TET1. Downregulated TET1 impairs demethylation of IRX1 promoter region resulting in reduced expression of IRX1, which subsequently leads to upregulation of HIST2H2BE in IDC. Consequently, elevated HIST2H2BE promotes progression of IDC. CONCLUSION: Our study has demonstrated that miR-646 facilitates the tumorigenesis of IDC via regulating TET1/IRX1/HIST2H2BE axis."
33667586,"['S0167-8140(21)06096-5 [pii]', '10.1016/j.radonc.2021.02.033 [doi]']",Longitudinal impact of postmastectomy radiotherapy on arm lymphedema in patients with breast cancer: an analysis of serial changes in arm volume measured by infrared optoelectronic volumetry.,"Breast cancer, Lymphedema, Mastectomy, Physical therapy, Radiation therapy",Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,"BACKGROUND AND PURPOSE: This study was conducted to evaluate the longitudinal impact of postmastectomy radiation therapy (PMRT) on persistent severe lymphedema (PSL) using arm volume measurements by an infrared optoelectronic volumetry. MATERIALS AND METHODS: Of the patients who underwent mastectomy between 2008 and 2016, we included 330 patients with secondary arm lymphedema. Percentage of excessive volume (PEV) of the arm were serially assessed using an optoelectronic volumetry 1, 3, 6, 12, 18, 24, 36, and 48 months after the lymphedema diagnosis (Tlymh_Dx). We defined PSL as 2 or more episodes of PEV >/= 20%. Risk factors for PSL were evaluated using stepwise regression analyses. RESULTS: Patients who received PMRT (n=202, 61.2%) were more likely to have larger extent of axillary node dissection (AND), and frequent stage II/III lymphedema at Tlymh_Dx than those who did not receive PMRT (p<0.001). With a median follow-up of 72.5 months, PSL occurred in 71 (21.5%) patients. Patients with PSL were more frequently treated with AND of >/=20 nodes without reconstruction, had advanced lymphedema stage and higher PEV at Tlymh_Dx, and more frequent events of cellulitis compared to those without PSL. The risk of developing PSL was significantly associated with PMRT with regional node irradiation (RNI), AND of >/=20 nodes, lymphedema stage, and PEV at Tlymh_Dx, cellulitis, and compliance with physical therapy. CONCLUSION: PMRT, especially RNI, was associated with a consistent increase in PEV in patients with arm lymphedema. Therefore, timely physical therapy is necessary for this patient population."
33667527,"['S0167-4889(21)00049-5 [pii]', '10.1016/j.bbamcr.2021.118995 [doi]']",IL-8 secreted by tumor associated macrophages contribute to lapatinib resistance in HER2-positive locally advanced breast cancer via activation of Src/STAT3/ERK1/2-mediated EGFR signaling.,"EGFR, HER2, Locally advanced breast cancer, STAT3 and Erk1/2, Src, Tumor associated macrophages",Biochimica et biophysica acta. Molecular cell research,"Locally advanced breast cancer (LABC) is an aggressive disease characterized by late clinical presentation, large tumor size, treatment resistance and low survival rate. Expression of EGFR/HER2 and activation of intracellular tyrosine kinase domains in LABC are associated with poor prognosis. Thus, target therapies such as the anti-receptor tyrosine kinases lapatinib drug have been more developed in the past decade. The response to lapatinib involves the inhibition of RTKs and subsequently signaling molecules such as Src/STAT3/Erk1/2 known also to be activated by the cytokines in the tumor microenvironment (TME). The aim of the present study is to identify the major cytokine that might contribute to lapatinib resistance in EGFR+/HER2+ LABC patients. Indeed, tumor associated macrophages (TAMs) are the main source of cytokines in the TME. Herein, we isolated TAMs from LABC during modified radical mastectomy (MRM). Cytokine profile of TAMs revealed that IL-8 is the most prominent highly secreted cytokine by TAMs of LABC patients. Using in-vitro cell culture model we showed that recombinant IL-8 (50 and 100ng/mL) at different time intervals interfere with lapatinib action via activation of Src/EGFR and signaling molecules known to be inhibited during treatment. We proposed that to improve LABC patients' response to lapatinib treatment it is preferred to use combined therapy that neutralize or block the action of IL-8."
33667422,"['S0046-8177(21)00030-7 [pii]', '10.1016/j.humpath.2021.02.005 [doi]']",Molecular Analysis of Encapsulated Papillary Carcinoma of the Breast with and without Invasion.,"PIK3CA, RNA sequencing, encapsulated papillary carcinoma, invasive ductal carcinoma, whole transcriptome",Human pathology,"Encapsulated papillary carcinomas (EPC) of the breast is a unique variant of papillary carcinoma confined to a cystic space with absent or attenuated myoepithelial cell layer. Although staged as an in-situ lesion, it can be associated with invasive ductal carcinoma (IDC). We sought to compare the genomic characteristics of pure EPC and EPC with associated invasive carcinoma (EPCi) at the genomic level. All cases of EPCi harbored recurrent hotspot mutations in PIK3CA. PIK3CA, KMT2A and CREBBP deleterious somatic events were found across both tumor groups, irrespective of invasion status. At the whole transcriptomic level, EPCi cases displayed remarkably similar mRNA profiles when compared to EPC. When EPCi cases were compared with their corresponding IDC, despite significant overlap, we identified differential gene expression in 39 genes with enrichment of multiple pathways including extracellular matrix regulation, cell adhesion and collagen fibril organization. Despite morphologic, genotypic and transcriptomic overlap between pure EPC and EPCi, the latter tumors are likely advanced lesions with PIK3CA activating mutations and enrichment of stromal-related genes implicated in the switch to IDC."
33667382,"['S1074-7613(21)00069-8 [pii]', '10.1016/j.immuni.2021.02.003 [doi]']",Cytoplasmic DNA sensing by KU complex in aged CD4(+) T cell potentiates T cell activation and aging-related autoimmune inflammation.,"CD4(+) T cells, DNA sensing, KU complex, ZAK, aging, autoimmunity",Immunity,"Aging is associated with DNA accumulation and increased homeostatic proliferation of circulating T cells. Although these attributes are associated with aging-related autoimmunity, their direct contributions remain unclear. Conventionally, KU complex, the regulatory subunit of DNA-dependent protein kinase (DNA-PK), together with the catalytic subunit of DNA-PK (DNA-PKcs), mediates DNA damage repair in the nucleus. Here, we found KU complex abundantly expressed in the cytoplasm, where it recognized accumulated cytoplasmic DNA in aged human and mouse CD4(+) T cells. This process enhanced T cell activation and pathology of experimental autoimmune encephalomyelitis (EAE) in aged mice. Mechanistically, KU-mediated DNA sensing facilitated DNA-PKcs recruitment and phosphorylation of the kinase ZAK. This activated AKT and mTOR pathways, promoting CD4(+) T cell proliferation and activation. We developed a specific ZAK inhibitor, which dampened EAE pathology in aged mice. Overall, these findings demonstrate a KU-mediated cytoplasmic DNA-sensing pathway in CD4(+) T cells that potentiates aging-related autoimmunity."
33667319,['10.1002/14651858.CD011246.pub2 [doi]'],Prevention of depression in adults with long-term physical conditions.,?,The Cochrane database of systematic reviews,"BACKGROUND: Major depression is one of the world's leading causes of disability in adults with long-term physical conditions compared to those without physical illness. This co-morbidity is associated with a negative prognosis in terms of increased morbidity and mortality rates, increased healthcare costs, decreased adherence to treatment regimens, and a substantial decline in quality of life. Therefore, preventing the onset of depressive episodes in adults with long-term physical conditions should be a global healthcare aim. In this review, primary or tertiary (in cases of preventing recurrences in those with a history of depression) prevention are the focus. While primary prevention aims at preventing the onset of depression, tertiary prevention comprises both preventing recurrences and prohibiting relapses. Tertiary prevention aims to address a depressive episode that might still be present, is about to subside, or has recently resolved. We included tertiary prevention in the case where the focus was preventing the onset of depression in those with a history of depression (preventing recurrences) but excluded it if it specifically focused on maintaining an condition or implementing rehabilitation services (relapse prevention). Secondary prevention of depression seeks to prevent the progression of depressive symptoms by early detection and treatment and may therefore be considered a 'treatment,' rather than prevention. We therefore exclude the whole spectrum of secondary prevention. OBJECTIVES: To assess the effectiveness, acceptability and tolerability of psychological or pharmacological interventions, in comparison to control conditions, in preventing depression in adults with long-term physical conditions; either before first ever onset of depressive symptoms (i.e. primary prevention) or before first onset of depressive symptoms in patients with a history of depression (i.e. tertiary prevention). SEARCH METHODS: We searched the Cochrane Common Mental Disorders Controlled Trials Register, CENTRAL, MEDLINE, Embase, PsycINFO and two trials registries, up to 6 February 2020. SELECTION CRITERIA: We included randomised controlled trials (RCTs) of preventive psychological or pharmacological interventions, specifically targeting incidence of depression in comparison to treatment as usual (TAU), waiting list, attention/psychological placebo, or placebo. Participants had to be age 18 years or older, with at least one long-term physical condition, and no diagnosis of major depression at baseline (primary prevention). In addition, we included studies comprising mixed samples of patients with and without a history of depression, which explored tertiary prevention of recurrent depression. We excluded other tertiary prevention studies. We also excluded secondary preventive interventions. Primary outcomes included incidence of depression, tolerability, and acceptability. Secondary outcomes included severity of depression, cost-effectiveness and cost-utility. DATA COLLECTION AND ANALYSIS: We used standard methodological procedures expected by Cochrane. MAIN RESULTS: We included 11 RCTs, with one trial on psychological interventions, and 10 trials on pharmacological interventions. Data analyses on the psychological intervention (problem-solving therapy compared to TAU) included 194 participants with age-related macular degeneration. Data analyses on pharmacological interventions included 837 participants comparing citalopram (one trial), escitalopram (three trials), a mixed sample of fluoxetine/nortriptyline (one trial), melatonin (one trial), milnacipran (one trial), and sertraline (three trials), each to placebo. Included types of long-term physical conditions were acute coronary syndrome (one trial), breast cancer (one trial), head and neck cancer (two trials), stroke (five trials), and traumatic brain injury (one trial). Psychological interventions Very low-certainty evidence of one study suggests that problem solving therapy may be slightly more effective than TAU in preventing the incidence of depression, immediately post-intervention (odds ratio (OR) 0.43, 95% confidence interval (CI) 0.20 to 0.95; 194 participants). However, there may be little to no difference between groups at six months follow-up (OR 0.71, 95% CI 0.36 to 1.38; 190 participants; one study; very low-certainty evidence). No data were available regarding incidence of depression after six months. Regarding acceptability (drop-outs due to any cause), slightly fewer drop-outs occurred in the TAU group immediately post-intervention (OR 5.21, 95% CI 1.11 to 24.40; 206 participants; low-certainty evidence). After six months, however, the groups did not differ (OR 1.67, 95% CI 0.58 to 4.77; 206 participants; low-certainty evidence). This study did not measure tolerability. Pharmacological interventions Post-intervention, compared to placebo, antidepressants may be beneficial in preventing depression in adults with different types of long-term physical conditions, but the evidence is very uncertain (OR 0.31, 95% CI 0.20 to 0.49; 814 participants; nine studies; I(2) =0%; very low-certainty evidence). There may be little to no difference between groups both immediately and at six months follow-up (OR 0.44, 95% CI 0.08 to 2.46; 23 participants; one study; very low-certainty evidence) as well as at six to 12 months follow-up (OR 0.81, 95% CI 0.23 to 2.82; 233 participants; three studies; I(2) = 49%; very low-certainty evidence). There was very low-certainty evidence from five studies regarding the tolerability of the pharmacological intervention. A total of 669 adverse events were observed in 316 participants from the pharmacological intervention group, and 610 adverse events from 311 participants in the placebo group. There was very low-certainty evidence that drop-outs due to adverse events may be less frequent in the placebo group (OR 2.05, 95% CI 1.07 to 3.89; 561 participants; five studies; I(2) = 0%). There was also very low-certainty evidence that drop-outs due to any cause may not differ between groups either post-intervention (OR 1.13, 95% CI 0.73 to 1.73; 962 participants; nine studies; I(2) = 28%), or at six to 12 months (OR 1.13, 95% CI 0.69 to 1.86; 327 participants; three studies; I(2) = 0%). AUTHORS' CONCLUSIONS: Based on evidence of very low certainty, our results may indicate the benefit of pharmacological interventions, during or directly after preventive treatment. Few trials examined short-term outcomes up to six months, nor the follow-up effects at six to 12 months, with studies suffering from great numbers of drop-outs and inconclusive results. Generalisation of results is limited as study populations and treatment regimes were very heterogeneous. Based on the results of this review, we conclude that for adults with long-term physical conditions, there is only very uncertain evidence regarding the implementation of any primary preventive interventions (psychological/pharmacological) for depression."
33667260,"['10.1371/journal.pone.0247950 [doi]', 'PONE-D-20-34884 [pii]']",Prediction of carcass composition through measurements in vivo and measurements of the carcass of growing Santa Ines sheep.,?,PloS one,"In vivo and carcass measurements were evaluated to predict carcass physical and chemical composition and to list the measurements that best fit the prediction of the composition of growing Santa Ines sheep carcasses. Thirty-three animals were used to measure the loin eye area by ultrasound in vivo (LEAu) and in the carcass. We used 39 animals for biometric measurement in vivo and 42 sheep for morphometric measurement in the carcass. For the physical and chemical compositions of carcasses, dissection of the half left carcass was carried out in 42 animals. The data were submitted to Pearson's correlation analysis and t test. Simple and multiple linear regressions were performed using a stepwise procedure. All correlations between in vivo measurements and the physical and chemical compositions of carcasses (in kg) were significant, except for LEAu. Biometric measurements and hot (HCW) and cold (CCW) carcass weights were considered as predictors of the carcasses' physical and chemical compositions. Slaughter body weight (SBW) was the variable that most influenced the equations in the assessment of in vivo measurements and HCW and CCW most influenced the equations for measurements on carcasses. Biometric measurements of Santa Ines sheep can be used together with the SBW to estimate the physical and chemical compositions of carcasses, with emphasis on body compactness index, breast width, wither height, and croup height. The morphometric measurements can be used together with carcass weight to estimate the physical and chemical compositions of carcasses, with emphasis on croup width, carcass compactness index, croup perimeter, external and internal carcass lengths, chest width, and leg length and perimeter. The HCW can be used to predict the physical and chemical composition of carcasses without affecting the accuracy of the prediction model."
33667252,"['10.1371/journal.pone.0247802 [doi]', 'PONE-D-20-15406 [pii]']","Prognostic significance of estrogen, progesterone and HER2 receptors' status conversion following neoadjuvant chemotherapy in patients with locally advanced breast cancer: Results from a tertiary Cancer Center in Saudi Arabia.",?,PloS one,"BACKGROUND: The prognostic impact of neoadjuvant chemotherapy (NAC) on the receptor expression status in patients with locally advanced breast cancer (LABC) is still not fully understood. We aimed to evaluate the changes in hormone (estrogen and progesterone) receptor (HR) and human epidermal growth factor receptor 2 (HER2) status post-NAC and their correlation with survival. METHODS: Patients with LABC who have received NAC between 2008 and 2015 and have been followed up till December 2019 at the Oncology Center, King Saud University, KSA were analyzed retrospectively. biomarker analysis of ER, PR & HER2 were done using immunohistochemistry (IHC) and Fluorescent in situ hybridization. RESULTS: Ninety-one patients fulfilled the inclusion criteria. HR status changed in 21(23.1%) patients, with a significant difference between patients with stable receptors and those with any receptor conversion; p = 0.000. Five (5.5%) initially HER2 negative tumors became HER2 positive and 10 (11%) initially HER2 positive tumors became HER2 negative after NAC. The difference in HER2 expression level before and after NAC was not statistically significant (p = 0.302). Univariate analysis relating patients' characteristics and 10-years disease-free survival (DFS) showed only significant correlations with the expressions of ER, PR, and any receptor conversion, (ER and/or PR) p< 0.001, p< 0.001, and p = 0.001; respectively. In the univariate analysis, none of the clinicopathological features showed a significant correlation with the OS except for the molecular subtypes P<0.001. CONCLUSIONS: Patients with LABC have significant changes in the ER and PR receptor status following NAC. Post-NAC expressions change of ER and PR (ER and/or PR) are correlated to DFS. Retesting of the hormone receptors should be considered after NAC in Saudi patients with LABC."
33667222,"['10.1371/journal.pcbi.1008379 [doi]', 'PCOMPBIOL-D-20-01798 [pii]']",Inferring latent temporal progression and regulatory networks from cross-sectional transcriptomic data of cancer samples.,?,PLoS computational biology,"Unraveling molecular regulatory networks underlying disease progression is critically important for understanding disease mechanisms and identifying drug targets. The existing methods for inferring gene regulatory networks (GRNs) rely mainly on time-course gene expression data. However, most available omics data from cross-sectional studies of cancer patients often lack sufficient temporal information, leading to a key challenge for GRN inference. Through quantifying the latent progression using random walks-based manifold distance, we propose a latent-temporal progression-based Bayesian method, PROB, for inferring GRNs from the cross-sectional transcriptomic data of tumor samples. The robustness of PROB to the measurement variabilities in the data is mathematically proved and numerically verified. Performance evaluation on real data indicates that PROB outperforms other methods in both pseudotime inference and GRN inference. Applications to bladder cancer and breast cancer demonstrate that our method is effective to identify key regulators of cancer progression or drug targets. The identified ACSS1 is experimentally validated to promote epithelial-to-mesenchymal transition of bladder cancer cells, and the predicted FOXM1-targets interactions are verified and are predictive of relapse in breast cancer. Our study suggests new effective ways to clinical transcriptomic data modeling for characterizing cancer progression and facilitates the translation of regulatory network-based approaches into precision medicine."
33667045,['10.24875/RMIMSS.M21000053 [doi]'],"[Mammographic density patterns in women from Torreon, Coahuila].","Breast Density, Breast Neoplasms, Mammography",Revista medica del Instituto Mexicano del Seguro Social,"Background: Breast cancer is the main cause of death by cancer in Mexican women. High mammographic breast density is a well-established breast cancer risk factor that also increases the risk of death. However, there is limited data of breast density patterns among Mexican women and their association with breast cancer incidence and mortality. Objective: To determine the distribution of breast density patterns and BI-RADS (Breast Imaging Reporting and Data System) among women from Torreon, Coahuila. Method: Observational and retrospective study. Mammographic reports of women from Torreon, Mexico, were analyzed. Reports came from IMSS HGZ#16, Sanatorio Espanol and a private radiological office. Only mammographic records which described age, breast density and Bi-RADS reports were included. Differences on breast density distribution were analyzed with the Chi-Square test according to age, economic sectors and BI-RADS classification. Results: A total of 2,187 women were included, representing about 1% of the total adult women population of Torreon. The mean age was 54.4 years, and the mammographic density patterns distribution was: 19.15% fatty, 47.76% fibroglandular density, 27.10% heterogeneously dense, and 5.99% extremely dense. Conclusions: The main pattern in this Mexican population is the fibroglandular density, and extremely dense breast was only 6%. Our results suggest that non-dense breast tissue could increase breast cancer risk. Further studies on related risk factors, like body mass index are required."
33666903,"['10.1007/s40259-021-00472-z [doi]', '10.1007/s40259-021-00472-z [pii]']",Clinical Development of New Antibody-Drug Conjugates in Breast Cancer: To Infinity and Beyond.,?,"BioDrugs : clinical immunotherapeutics, biopharmaceuticals and gene therapy","Metastatic breast cancer remains an incurable disease, and new therapies are needed. One major limitation of chemotherapy is the toxicity associated with higher dose exposure. Antibody-drug conjugates (ADCs) are a complex and evolving class of agents specifically designed with the objective of delivering antineoplastic medicines in the most precise and selectively targeted way. ADCs are composed of four key components: (1) the target antigen, (2) an antibody construct, (3) a payload (most commonly a cytotoxic agent), and (4) a linker moiety that couples the payload and the antibody. In this review, we discuss the clinical development of ADCs for the treatment of breast cancer, focusing on two recently FDA-approved agents, trastuzumab deruxtecan and sacituzumab govitecan, and discuss the ongoing efforts exploring new agents. Finally, we summarize the current portfolio of clinical trials that could change the algorithm of treatment for early and advanced breast cancer."
33666840,"['10.1007/s12282-021-01230-3 [doi]', '10.1007/s12282-021-01230-3 [pii]']",Psychometric properties of the SF-6Dv2 in an Iranian breast cancer population.,"Breast cancer, FACT-B, Reliability, SF-6Dv2, Validity","Breast cancer (Tokyo, Japan)","INTRODUCTION: The Short-Form Six-Dimension version 2 (SF-6Dv2) is the newest preference-based instrument for estimation of quality adjusted life-years (QALYs). The aim of this study is to evaluate the validity and reliability of the SF-6Dv2 in an Iranian breast cancer population. METHODS: The SF-6Dv2 and FACT-B instruments were completed for 416 patients who were recruited from the largest academic center for cancer patients in Iran. The ceiling effects are computed as the proportion of participants reporting no problems in SF-6Dv2 index. Construct validity was evaluated using convergent validity, discriminant validity, and known-groups validity. Reliability was assessed using intra-class correlation coefficient (ICC) and Cohen's kappa value. RESULTS: The ceiling effects of the SF-6Dv2 was 2.16%. Higher scores of all subscales of the FACT-B were associated with patients who reported no problems in each of the SF-6Dv2 dimensions. The correlation between SF-6Dv2 dimensions and FACT-B subscales varied from 0.109 between the role limitation of the SF-6Dv2 and the SWB subscale of the FACT-B to 0.665 between the pain dimension of SF-6Dv2 and the PWB of FACT-B. The lower mean score of SF-6Dv2 was associated with patients with older age, higher education level, more severe current treatment status, and more severe cancer stage status. ICC for the SF-6Dv2 index scores was 0.66, and Kappa values varied from 0.33 for mobility to 0.66 for mental health dimensions. CONCLUSIONS: The validity and reliability of the SF-6Dv2 were satisfaction in a breast cancer population and it can be employed in clinical practice or research."
33666831,"['10.1007/s10549-021-06160-4 [doi]', '10.1007/s10549-021-06160-4 [pii]']",Mammography use and breast cancer incidence among older U.S. women.,"Breast cancer, Incidence, Mammogram, Older adults",Breast cancer research and treatment,"PURPOSE: The death rate for female breast cancer increases progressively with age, but organizations differ in their mammography screening recommendations for older women. To understand current patterns of screening mammography use and breast cancer diagnoses among older women, we examined recent national data on mammography screening use and breast cancer incidence and stage at diagnosis among women aged >/= 65 years. METHODS: We examined breast cancer incidence using the 2016 United States Cancer Statistics dataset and analyzed screening mammography use among women aged >/= 65 years using the 2018 National Health Interview Survey. RESULTS: Women aged 70-74 years had the highest breast cancer incidence rate (458.3 cases per 100,000 women), and women aged >/= 85 years had the lowest rate (295.2 per 100,000 women). The proportion of cancer diagnosed at distant stage or with unknown stage increased with age. Over half of women aged 80-84 years and 26.0% of women aged >/= 85 years reported a screening mammogram within the last 2 years. Excellent/very good/good self-reported health status (p = .010) and no dependency in activities of daily living/instrumental activities of daily living (p < .001) were associated with recent mammography screening. CONCLUSION: Breast cancer incidence rates and stage at diagnosis vary by age. Many women aged >/= 75 years receive screening mammograms. The results of this study point to areas for further investigation to promote optimal mammography screening among older women."
33666812,"['10.1245/s10434-021-09753-x [doi]', '10.1245/s10434-021-09753-x [pii]']",ASO Author Reflections: Does Prompt Breast-Conserving Surgery Matter?,?,Annals of surgical oncology,?
33666811,"['10.1245/s10434-021-09713-5 [doi]', '10.1245/s10434-021-09713-5 [pii]']",Radial Scars and Complex Sclerosing Lesions of the Breast: Prevalence of Malignancy and Natural History Under Active Surveillance.,?,Annals of surgical oncology,"BACKGROUND: When needle core biopsies (NCBs) of the breast reveal radial scar or complex sclerosing lesions (RSLs), excision is often recommended despite a low risk of malignancy in the modern era. The optimal management of NCBs revealing RSLs is controversial, and understanding of the natural history of unresected RSLs is limited. METHODS: We retrospectively analyzed pathology and imaging data from 148 patients with NCB revealing RSL without atypia from 2015 to 2019 to determine the prevalence of malignancy and the behavior of RSLs undergoing active surveillance (AS). RESULTS: The mean age of patients was 52 years, and most lesions were screen-detected (91%). The median lesion size was 6.0 mm (range 2-39). Most patients (66%, n = 98) underwent immediate surgery, while 34% (n = 50) of patients underwent AS, with a median follow-up of 16 months (range 6-51). Of the excised RSLs, 99% (n = 97) were benign and 1% (n = 1) revealed ductal carcinoma in situ (DCIS). In 17% (n = 17) of cases, additional high-risk lesions were discovered upon excision. Among the 50 patients undergoing AS, no lesions progressed on interval imaging. CONCLUSIONS: In this cohort, 99% of RSLs undergoing excision were benign, 1% revealed DCIS, and there were no invasive cancers. In the first study of patients with RSLs undergoing AS, we found that all lesions either remained stable or resolved. We propose that the vast majority of patients with RSL on NCB can be safely offered AS, and that routine excision is a low-value intervention."
33666737,"['10.1007/s00266-021-02195-6 [doi]', '10.1007/s00266-021-02195-6 [pii]']","Commentary on: ""Usefulness of Incisional Negative Pressure Wound Therapy for Decreasing Wound Complication Rates and Seroma Formation Following Prepectoral Breast Reconstruction"".",?,Aesthetic plastic surgery,?
33666633,['10.1039/d1bm00088h [doi]'],Sequential SPECT and NIR-II imaging of tumor and sentinel lymph node metastasis for diagnosis and image-guided surgery.,?,Biomaterials science,"Efficacious cancer treatment largely relies on accurate imaging diagnosis and imaging-guided surgery, which can be achieved by combining different mode imaging probes on one single nanoplatform. Herein, a novel radiolabeled NIR-II nanoprobe (125I-MT NP) was developed to enable versatile single-photon emission computed tomography (SPECT) and second near-infrared (NIR-II) fluorescence dual-modal imaging against breast cancer. 125I-MT was precipitated with an amphiphilic triblock copolymer (PEO-PPO-PEO) to form 125I-MT NPs. The 125I-MT NPs exhibited high labeling efficiency (98 +/- 2%) with a hydrodynamic diameter of 91.3 +/- 5.5 nm. In vitro and in vivo studies demonstrated that 125I-MT NPs emitted intensive NIR-II fluorescence and SPECT signals, and possessed good biocompatibility. By using a breast tumor xenograft mouse model after intravenous injection of 125I-MT NPs, the SPECT imaging and NIR-II imaging showed clear images of tumor tissues at 8 h and 48 h postinjection, respectively, suggesting the feasibility of using 125I-MT NPs to detect tumors before surgery and visualize the dissection area during surgery. In addition, the SPECT scan of a lymph node mapping was performed at 1 h postinjection and NIR-II fluorescence imaging was carried out at 4 h postinjection. This further guarantees the accurate imaging of lymph nodes before and during surgery for lymphadenectomy. Overall 125I-MT NP is a promising, practical imaging probe for sequential imaging and precision cancer therapy."
33666514,['10.2217/bmm-2020-0179 [doi]'],FAM3C: an emerging biomarker and potential therapeutic target for cancer.,"EMT, FAM3C, biomarker, cancer, therapeutic target",Biomarkers in medicine,"FAM3C is a member of the FAM3 family. Recently, overexpression of FAM3C has been reported in numerous types of cancer, including breast and colon cancer. Increasing evidence suggests that elevated FAM3C and its altered subcellular localization are closely associated with tumor formation, invasion, metastasis and poor survival. Moreover, FAM3C has been found to be the regulator of various proteins that associate with cancer, including Ras, STAT3, TGF-beta and LIFR. This review summarizes the current knowledge regarding FAM3C, including its structure, expression patterns, regulation, physiological roles and regulatory functions in various malignancies. These findings highlight the importance of FAM3C in cancer development and provide evidence that FAM3C is a novel biomarker and potential therapeutic target for various cancers."
