pubmed_id,DOI,title,keywords,journal,abstract
33675803,"['S0013-9351(21)00255-3 [pii]', '10.1016/j.envres.2021.110961 [doi]']","Prenatal polycyclic aromatic hydrocarbons, altered ERalpha pathway-related methylation and expression, and mammary epithelial cell proliferation in offspring and grandoffspring adult mice.","Breast cancer risk, Estrogen receptor alpha, Polycyclic aromatic hydrocarbons",Environmental research,"BACKGROUND: Airborne polycyclic aromatic hydrocarbons (PAH) possess carcinogenic and endocrine disrupting properties linked to mammary tumorigenesis. These effects may be initiated during a prenatal period of susceptibility to PAH activation of the aryl hydrocarbon receptor (Ahr) and through downstream effects on estrogen receptor (Er) alpha. PURPOSE: We hypothesized prenatal airborne PAH exposure induces sustained effects in female adult wild type BALB/cByj mice detected in the offspring (F1) and grandoffspring (F2) generation. We hypothesized these effects would include altered expression and epigenetic regulation of Eralpha and altered expression of aryl hydrocarbon receptor repressor (Ahrr, Ahrr/aryl hydrocarbon receptor nuclear translocator (Arnt), and breast cancer type 1 susceptibility (Brca1). Further, we hypothesized that PAH would induce precancerous outcomes such as epithelial cell proliferation and epithelial cell hyperplasia in mammary glands of adult female offspring and grandoffspring. RESULTS: Prenatal ambient PAH exposure lowered Eralpha mRNA expression (F1 and F2: p<0.001 for each) and induced methylation in the Eralpha promoter in mammary tissue in offspring and grandoffspring mice on postnatal day (PND) 60. Prenatal PAH lowered Brca1 mRNA (F1: p=0.002, F2: p=0.02); Eralpha mRNA was correlated with Brca1 (F1: r=0.42, p=0.02; F2: r=0.53, p=0.005). Prenatal PAH lowered Ahrr (F1: p=0.03, F2: p=0.009) and raised Arnt mRNA expression (F1: p=0.01, F2: p=0.03). Alterations in Eralpha mRNA (F2: p<0.0001) and Ahrr (F2: p=0.02) in the grandoffspring mice also occured by PND 28, and similarly occurred in the dam on postpartum day (PPD) 28. Finally, prenatal PAH was associated with higher mammary epithelial cell proliferation in the offspring (p=0.02), but not grandoffspring mice, without differences in the frequency of mammary cell hyperplasia. These results did not differ after adjustment by each candidate gene expression level. CONCLUSIONS: Prenatal PAH exposure induces DNA methylation and alters gene expression in the Eralpha-mediated pathway across generations, and suggests that functional outcomes such as mammary cell proliferation also may occur in offspring as a result."
33675629,"['10.1097/SAP.0000000000002631 [doi]', '00000637-900000000-96274 [pii]']",Outcomes of Asian Women Treated With Grisotti Flap Reconstruction for Centrally Located Breast Cancers: 5-Years Single Institutional Experience.,?,Annals of plastic surgery,"INTRODUCTION: Breast conserving surgeries were previously contraindicated for central breast cancers because of poor cosmetic outcomes of central mastectomy without oncoplastic surgery. Grisotti flap is a breast-conserving surgery incorporating oncoplastic surgery technique for centrally located breast cancers. We present our experience and outcome from Breast Surgery Unit, University Malaya Medical Center. MATERIALS AND METHODS: A prospective analysis of 15 patients with central retroareolar breast cancer operated from 2012 to 2018 in University Malaya Medical Center. We assessed postoperative complications, margins, locoregional recurrence, and survival outcome. All patients received postoperative radiotherapy. Patients were followed-up 1 week, 1 month, 3 monthly for 1 year and 6 monthly for 5 years. RESULTS: Mean age of patients is 62 years. Mean follow-up is 51 months (15-84 months). All tumors were less than 5 cm (1-2.5 cm). Majority of the patients are stage 1 (6 patients/40%) and stage 2 (8 patients/ 53.3%). 2 patients had surgical site infection resolved with antibiotics. One patient had hematoma. None require reoperation. Tumor margins were clear in all patients. No locoregional recurrence. Overall survival is 100%. All are satisfied with their cosmetic outcomes. CONCLUSIONS: Grisotti flap is a volume displacement technique, which provides satisfactory cosmetic outcome for centrally located breast cancer. This evolutionary thinking leads us to changes in existing techniques with the purpose of achieving oncological safety while reaching for better esthetic results. Our 5 years' experience in Asian population showed that this technique is oncologically safe with good cosmetic outcomes and could be used selectively. It provides a good alternative in patients who are otherwise subjected for mastectomy. This relatively simple technique is a worthwhile endeavor and should be offered when feasible."
33675612,"['10.1097/CAD.0000000000001065 [doi]', '00001813-900000000-98439 [pii]']",Targeted polymeric nanoparticle for anthracycline delivery in hypoxia-induced drug resistance in metastatic breast cancer cells.,?,Anti-cancer drugs,"Poly lactic-co-glycolic acid (PLGA) nanoparticles are intensively studied nanocarriers in drug delivery because of their biodegradability and biochemical characteristics. Polyethylene glycol (PEG) coating for nanocarriers gives them long circulation time in blood and makes them invisible to the reticuloendothelial system. Breast cancer cells have greater uptake of hyaluronic acid compared to normal cells as it binds to their overexpressed CD44 receptors. Since hypoxia plays an important role in cancer metastasis; we formulated PEG-PLGA nanoparticles coated with hyaluronic acid as targeted delivery system for doxorubicin (DOX) using nanoprecipitation method, and characterized them for chemical composition, size, surface charge, shape, and encapsulation efficiency. Then we tested them in vitro on hypoxia-optimized metastatic breast cancer cells. The nanoparticles were spherical with an average size of about 106 +/- 53 nm, a negative surface charge (-15 +/- 3 mV), and high encapsulation efficiency (73.3 +/- 4.1%). In vitro investigation with hypoxia-elevated CD44 MDA-MB-231 cells showed that hyaluronic acid-targeted nanoparticles maintained their efficacy despite hypoxia-induced drug resistance unlike free DOX and nontargeted nanoparticles. In conclusion, this study revealed a simple third generation nanoparticle formulation for targeted treatment of hypoxia-induced drug resistance in breast cancer metastatic cells. Further, optimization is needed including In vivo efficacy and nanoparticle-specific pharmacokinetic studies."
33675555,['10.1002/ejp.1758 [doi]'],N-acylethanolamine-hydrolyzing acid amidase: a new potential target to treat paclitaxel-induced neuropathy.,"Mice, N-acylethanolamine-hydrolyzing acid amidase, Paclitaxel, Pain, Peripheral Neuropathy","European journal of pain (London, England)","BACKGROUND: Although paclitaxel is an effective chemotherapeutic agent used to treat multiple types of cancer (e.g., breast, ovarian, neck, and lung), it also elicits paclitaxel-induced peripheral neuropathy (PIPN), which represents a major dose-limiting side effect of this drug. METHODS: As the endogenously produced N-acylethanolamine, palmitoylethanolamide (PEA), reverses paclitaxel-induced mechanical hypersensitivity in mice, the main goals of this study were to examine if paclitaxel affects levels of endogenous PEA in the spinal cord of mice and whether exogenous administration of PEA provides protection from the occurrence of paclitaxel-induced mechanical hypersensitivity. We further examined whether inhibition of N-acylethanolamine-hydrolyzing acid amidase (NAAA), a hydrolytic PEA enzyme, would offer protection in mouse model of PIPN. RESULTS: Paclitaxel reduced PEA levels in the spinal cord, suggesting that dysregulation of this lipid signaling system may contribute to PIPN. Consistent with this idea, repeated administration of PEA partially prevented the paclitaxel-induced mechanical hypersensitivity. We next evaluated whether the selective NAAA inhibitor, AM9053, would prevent paclitaxel-induced mechanical hypersensitivity in mice. Acute administration of AM9053 dose-dependently reversed mechanical hypersensitivity through a PPAR-alpha mechanism, whereas repeated administration of AM9053 fully prevented the development of PIPN, without any evidence of tolerance. Moreover, AM9053 produced a conditioned place preference in paclitaxel treated mice, but not in control mice. This pattern of findings suggests a lack of intrinsic rewarding effects, but a reduction in the pain aversiveness induced by paclitaxel. Finally, AM9053, did not alter paclitaxel-induced cytotoxicity in lung tumor cells. CONCLUSIONS: Collectively, these studies suggest that NAAA represents a promising target to treat and prevent PIPN."
33675501,"['10.1007/s10585-021-10080-4 [doi]', '10.1007/s10585-021-10080-4 [pii]']",Breast cancer liver metastasis: current and future treatment approaches.,"Breast cancer, In vivo models, Liver metastasis, Surgery, Targeted therapies",Clinical & experimental metastasis,"Nearly all fatalities arising from breast tumors are attributable to distant metastases. Breast cancer liver metastasis (BCLM) is associated with poor prognoses, with the median survival time being 2 to 3 years. Tumor intrinsic subtype directs preferential metastasis to specific organs, with HER2-enriched tumors demonstrating the highest rates of metastasis to the liver, though all subtypes can grow in the liver. There is no singular established standard-of-care for BCLM; therapeutic selection is driven by histologic and molecular hallmarks of the primary tumor or biopsied metastasis samples. Given the poor prognosis of patients with hepatic spread, pre-clinical studies are necessary to identify and evaluate promising new treatment strategies. It is critical that these laboratory studies accurately recapitulate the BCLM disease process, standard progression, and histological attributes. In this review, we summarize the histologic and molecular characteristics of BCLM, evaluate the efficacy of existing surgical and medical treatment strategies, and discuss future approaches to preclinical study of BCLM."
33675490,"['10.1007/s10549-021-06129-3 [doi]', '10.1007/s10549-021-06129-3 [pii]']",Patterns of invasive recurrence among patients originally treated for ductal carcinoma in situ by breast-conserving surgery versus mastectomy.,"Breast cancer, Breast-conservation surgery, Ductal carcinoma in situ, Invasive recurrence, Mastectomy",Breast cancer research and treatment,"PURPOSE: Local recurrence after treatment of ductal carcinoma in situ (DCIS) with breast-conserving surgery (BCS) is more common than after mastectomy, but it is unclear if patterns of invasive recurrence vary by initial surgical therapy. Among patients with invasive recurrence after treatment for DCIS, we compared patterns of first recurrence between those originally treated with BCS vs. mastectomy. METHODS: From 2000 to 2016, women with an invasive recurrence occurring >/= 6 months after initial treatment for DCIS were retrospectively identified. Clinicopathologic features and adjuvant treatment of the initial DCIS, as well as characteristics of first invasive recurrences, were compared between patients who had undergone BCS vs. mastectomy. RESULTS: 452 patients with an invasive recurrence after surgery for DCIS were identified: 367 patients (81%) had initially undergone BCS and 85 patients (19%) mastectomy. Patients originally treated with mastectomy were younger and were more likely to have had high grade, necrosis, and multifocal or multicentric DCIS (p < 0.001) compared with the BCS group. A higher proportion of invasive recurrences were local after BCS (93%; 343/367), whereas 88% (75/85) of recurrences after mastectomy were regional or distant (p < 0.001). The median time to first invasive recurrence was not different between surgical groups (BCS: 6.4 years vs. mastectomy: 5.5 years; p = 0.12). CONCLUSIONS: Among women who experienced a first invasive recurrence after treatment for DCIS, those who had originally undergone mastectomy more commonly presented with advanced disease compared to those treated with BCS, likely related to the absence of the breast and the higher risk profile of their initial DCIS."
33675489,"['10.1007/s10549-021-06119-5 [doi]', '10.1007/s10549-021-06119-5 [pii]']",Evidence for racial/ethnic disparities in emergency department visits following breast cancer surgery among women in California: a population-based study.,"Breast cancer, Emergency department visits, Health disparities",Breast cancer research and treatment,"PURPOSE: Racial/ethnic disparities in breast cancer outcomes may be related to quality of care and reflected in emergency department (ED) visits following primary treatment. We examined racial/ethnic variation in ED visits following breast cancer surgery. METHODS: Using linked data from the California Cancer Registry and California Office of Statewide Health Planning and Development, we identified 151,229 women diagnosed with stage 0-III breast cancer between 2005 and 2013 who received surgical treatment. Differences in odds of having at least one breast cancer-related ED visit within 90 days post-surgery were estimated with logistic regression controlling for clinical and sociodemographic variables. Secondary analyses examined health care-related moderators of disparities. RESULTS: Hispanics and non-Hispanic (NH) Blacks had an increased likelihood of having an ED visit within 90 days of surgery compared to NH Whites [OR = 1.11 (1.04-1.18), p = 0.0016; OR = 1.38 (1.27-1.50), p < 0.0001, respectively]; the likelihood was reduced in Asian/Pacific Islanders [aOR = 0.77 (0.71-0.84), p < 0.0001]. Medicaid and Medicare (vs. commercial insurance) increased the likelihood of ED visit for NH Whites, and to a lesser degree for Hispanics and NH Blacks (p < 0.0001 for interaction). Receipt of surgery at an NCI-designated Comprehensive Cancer Center or at a for-profit (vs. non-profit) hospital was associated with reduced likelihood of ED visits for all groups. CONCLUSION: Racial/ethnic disparities in ED visits following breast cancer surgery persist after controlling for clinical and sociodemographic variables. Improving quality of care following breast cancer surgery could improve outcomes for all groups."
33675195,"['hmbci-2020-0090 [pii]', '10.1515/hmbci-2020-0090 [doi]']",Antitumor effects of Auraptene in 4T1 tumor-bearing Balb/c mice.,"Auraptene, angiogenesis, anti-angiogenesis, breast cancer, immunostimulatory activity, natural compounds",Hormone molecular biology and clinical investigation,"OBJECTIVES: Breast cancer is a common malignant tumor in women with limited treatment options and multiple side effects. Today, the anti-cancer properties of natural compounds have attracted widespread attention from researchers worldwide. METHODS: In this study, we treated 4T1 tumor-bearing Balb/c mice with intraperitoneal injection of Auraptene, paraffin oil, and saline as two control groups. Body weight and tumor volume were measured before and after treatment. Hematoxylin and eosin (H & E) staining and immunohistochemistry of Ki-67 were used as markers of proliferation. In addition, ELISA assays were performed to assess serum IFN-gamma and IL-4 levels. RESULTS: There was no significant change in body weight in all animal groups before and after treatment. 10 days after the last treatment, Auraptene showed its anti-cancer effect, which was confirmed by the smaller tumor volume and H & E staining. In addition, Ki-67 expression levels were significantly reduced in tumor samples from the Auraptene-treated group compared to the paraffin oil and saline-treated groups. In addition, in tumor-bearing and normal mice receiving Auraptene treatment, IL-4 serum production levels were reduced, while serum levels of IFN-gamma were significantly up-regulated in tumor-bearing mice after Auraptene treatment. CONCLUSIONS: In the case of inhibition of tumor volume and Ki-67 proliferation markers, Auraptene can effectively inhibit tumor growth in breast cancer animal models. In addition, it might increases Th1 and CD8 + T cell responses after reducing IL-4 serum levels and IFN-gamma upregulation, respectively. However, further research is needed to clarify its mechanism of action."
33675147,['10.1002/cam4.3803 [doi]'],Digital breast tomosynthesis compared to diagnostic mammographic projections (including magnification) among women recalled at screening mammography: a systematic review for the European Commission Initiative on Breast Cancer (ECIBC).,"breast neoplasms, digital breast tomosyntheses, mass screening, practice guidelines, systematic review",Cancer medicine,"BACKGROUND: Diagnostic mammography projections (DxMM) have been traditionally used in the assessment of women recalled after a suspicious screening mammogram. Digital breast tomosynthesis (DBT) reduces the tissue overlap effect, thus improving image assessment. Some studies have suggested DBT might replace DxMM with at least equivalent performance. OBJECTIVE: To evaluate the replacement of DxMM with DBT in women recalled at screening. METHODS: We searched PubMed, EMBASE, and the Cochrane Library databases to identify diagnostic paired cohort studies or RCTs comparing DBT vs DxMM, published in English that: reported accuracy outcomes, recruited women recalled for assessment at mammography screening, and included a reference standard. Subgroup analysis was performed over lesion characteristics. We provided pooled accuracy estimates and differences between tests using a quadrivariate model. We assessed the certainty of the evidence using the GRADE approach. RESULTS: We included ten studies that reported specificity and sensitivity. One study included 7060 women while the remaining included between 52 and 738 women. DBT compared with DxMM showed a pooled difference for the sensitivity of 2% (95% CI 1%-3%) and a pooled difference for the specificity of 6% (95%CI 2%-11%). Restricting the analysis to the six studies that included women with microcalcification lesions gave similar results. In the context of a prevalence of 21% of breast cancer (BC) in recalled women, DBT probably detects 4 (95% CI 2-6) more BC cases and has 47 (95%CI 16-87) fewer false-positive results per 1000 assessments. The certainty of the evidence was moderate due to risk of bias. CONCLUSION: The evidence in the assessment of screen-recalled findings with DBT is sparse and of moderate certainty. DBT probably has higher sensitivity and specificity than DxMM. Women, health care providers and policymakers might value as relevant the reduction of false-positive results and related fewer invasive diagnostic procedures with DBT, without missing BC cases."
33675097,['10.1111/tbj.14207 [doi]'],Role of tranexamic acid in axillary lymph node dissection in breast cancer patients: Does it help in reducing lymphedema?,?,The breast journal,?
